YceHb,9370.394,4604.113,135.864,
nn3091,9475.228,4238.981,134.783,
nn3092,9475.234,4406.089,135.842,
st1,9467.079,4543.717,138.226,
T1,8861.982,4528.061,139.263,
M1,8820.745,4379.362,140.161,
M2,8824.732,4368.061,145.225,
M3,8857.967,4379.514,145.216,
M4,8885.876,4389.171,145.217,
M5,8882.866,4400.878,140.096,
M7,8927.161,4461.783,142.007,
st2,8836.329,4441.867,137.693,
M0,8798.572,4394.227,141.215,
M6,8856.982,4391.948,140.187,
M8,8905.932,4505.578,141.611,
M9,8804.396,4503.750,141.814,
